lens_e1,lens_e2,lens_gamma,lens_gamma1,lens_gamma2,lens_theta_E,light_R_sersic,light_amp,light_center_x,light_center_y,light_e1,light_e2,light_n,noise_sigma_bkg,source_R_sersic,source_amp,source_e1,source_e2,source_n
-0.05555555555555552,0.0962250448649376,2.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,-0.05555555555555552,0.0962250448649376,3.0,0.01,0.5,4.0,0.05,0.05,2.0
