T_star,dL,image_x1,image_x2,image_x3,image_x4,image_y1,image_y2,image_y3,image_y4,lens_e1,lens_e2,lens_gamma,lens_gamma1,lens_gamma2,lens_theta_E,light_R_sersic,light_amp,light_center_x,light_center_y,light_e1,light_e2,light_n,noise_sigma_bkg,source_R_sersic,source_amp,source_e1,source_e2,source_n
7472713.020600661,15946.707596842625,1.9046143383187633,-1.6354468544580207,0.7094379181974195,-1.1451702459906739,-0.9099930834013661,1.193444451964449,1.805992594478111,-1.5045746789556886,-0.05555555555555552,0.0962250448649376,2.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,-0.05555555555555552,0.0962250448649376,3.0,0.01,0.5,4.0,0.05,0.05,2.0
